slot,repo_name,repo_url,classification,status,notes
1,tamv-digital-nexus,https://github.com/OsoPanda1/tamv-digital-nexus,TAMV_REPO_CONFIRMED,DISCOVERED_LOCAL,Repositorio pivote de convergencia
2,digital-civilization-core,https://github.com/OsoPanda1/digital-civilization-core,TAMV_REPO_CONFIRMED,ABSORBED,Absorbido 2026-03-08 — orchestrator+sovereign-identity+sensory-gate portados
3,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
4,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
5,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
6,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
7,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
8,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
9,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
10,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
11,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
12,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
13,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
14,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
15,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
16,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
17,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
18,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
19,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
20,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
21,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
22,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
23,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
24,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
25,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
26,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
27,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
28,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
29,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
30,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
31,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
32,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
33,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
34,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
35,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
36,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
37,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
38,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
39,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
40,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
41,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
42,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
43,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
44,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
45,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
46,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
47,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
48,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
49,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
50,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
51,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
52,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
53,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
54,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
55,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
56,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
57,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
58,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
59,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
60,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
61,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
62,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
63,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
64,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
65,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
66,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
67,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
68,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
69,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
70,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
71,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
72,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
73,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
74,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
75,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
76,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
77,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
78,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
79,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
80,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
81,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
82,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
83,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
84,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
85,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
86,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
87,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
88,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
89,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
90,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
91,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
92,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
93,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
94,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
95,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
96,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
97,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
98,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
99,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
100,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
101,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
102,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
103,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
104,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
105,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
106,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
107,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
108,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
109,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
110,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
111,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
112,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
113,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
114,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
115,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
116,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
117,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
118,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
119,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
120,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
121,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
122,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
123,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
124,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
125,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
126,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
127,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
128,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
129,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
130,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
131,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
132,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
133,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
134,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
135,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
136,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
137,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
138,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
139,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
140,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
141,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
142,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
143,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
144,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
145,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
146,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
147,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
148,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
149,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
150,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
151,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
152,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
153,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
154,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
155,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
156,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
157,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
158,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
159,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
160,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
161,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
162,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
163,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
164,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
165,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
166,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
167,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
168,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
169,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
170,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
171,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
172,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
173,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
174,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
175,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
176,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
177,PENDING_DISCOVERY,https://github.com/OsoPanda1,UNCERTAIN_TAMV_REPO,PENDING_REMOTE_SCAN,Pendiente escaneo GitHub API
